channel_id,channel_title,channel_description,is_official
UC8RAKiFlPbeAc2xwo4VkMHw,City of Zephyrhills-Government,The official YouTube account for the City of Zephyrhills. Jump right into a city where opportunity springs eternal.,yes
UCViDEUxulELnALyCpOAbnCw,Camd Up CAVEMAN,"A little bit of this, and a little bit of that. But mostly whatever the fu(k I want to record and post. lol. I hope you enjoy the shit out of my ...",no
UCAiJYjGVBYvBWQ9t8k-J4hw,Skydive City/Z-Hills,Skydive City's main video channel where we try to upload all of our Tandem videos so our customers can share with their friends ...,no
UCCwBqfn_rdfJ0KEHtIASvcQ,Team Duprey - Keller Williams Realty New Tampa,"Welcome to our Team Duprey channel, your trusted partner in buying and selling homes in the Pasco County Florida area.",no
UCWb_MwGxo_36lt1DjanQVDQ,Zephyrhills Executive Offices,"Zephyrhills Executive Offices offers affordable monthly and daily private fully furnished offices in Downtown Zephyrhills, Florida.",no
UC8RAKiFlPbeAc2xwo4VkMHw,City of Zephyrhills-Government,The official YouTube account for the City of Zephyrhills. Jump right into a city where opportunity springs eternal.,yes
UCAiJYjGVBYvBWQ9t8k-J4hw,Skydive City/Z-Hills,Skydive City's main video channel where we try to upload all of our Tandem videos so our customers can share with their friends ...,yes
UCViDEUxulELnALyCpOAbnCw,Camd Up CAVEMAN,"A little bit of this, and a little bit of that. But mostly whatever the fu(k I want to record and post. lol. I hope you enjoy the shit out of my ...",no
UCOEpln5Qpr-37aGkAX9Eorw,Phantom Airborne Brigade (Official),Official YouTube page of Phantom Airborne Brigade Phantom Airborne Brigade is Veterans only military trained parachutists ...,yes
UCWb_MwGxo_36lt1DjanQVDQ,Zephyrhills Executive Offices,"Zephyrhills Executive Offices offers affordable monthly and daily private fully furnished offices in Downtown Zephyrhills, Florida.",no
