channel_id,channel_title,channel_description,is_official
UCqGu2U57LVpBbZzL62z7qjQ,"Town of Indian River Shores, Florida",,yes
UC35xl8tAt0ShrDAmPn_vUXA,Adventure-Seeking Mom,Florida family travel blogger - AdventureSeekingMom.com.,no
UCXy_TGlKbpxpIGISfosX9ig,The Florida Relocation Guide,"Welcome to the ultimate guide to all things Florida Real Estate! The SMARTEST way to BUY, SELL, and/or INVEST in Sarasota, ...",no
UC-jAx9b1_DNd91FDKZNYJTg,Ron Chorny,I am a Licensed Florida Realtor and Certified Distressed Property Expert (CDPE). I have helped many distressed property owners ...,no
UC0_0XZvkUUN3vQXEvRKiKtA,Olympus Executive Realty® Tampa,"OLYMPUS EXECUTIVE REALTY, HOME OF TOP PRODUCERS® | 100% Commission Real Estate OLYMPUS EXECUTIVE ...",no
UC8GoKqUkPXtKtJ84wHFy6lg,City of Indian Harbour Beach,,yes
UCm4TTkDF_387n9tFp3gSh5g,"Indian Rocks Beach, Florida",,"indian rocks beach is a beautiful coastal town in florida known for its sandy beaches and crystal-clear waters. this youtube channel provides updates on local events, attractions, and news in indian rocks beach. it showcases the town's natural beauty and community events, making it a valuable resource for residents and visitors alike."
UCPAZgHKw2IfPy0ESjpK35EA,Vero Beach Florida,Vero Beach Florida | Vero Beach is a beachside city in Indian River County on the Treasure Coast on the East Coast of Florida.,yes
UCQBuRG__Gafg47N6ULQ0kog,Tre Lantz,,no
UC0_0XZvkUUN3vQXEvRKiKtA,Olympus Executive Realty® Tampa,"OLYMPUS EXECUTIVE REALTY, HOME OF TOP PRODUCERS® | 100% Commission Real Estate OLYMPUS EXECUTIVE ...",yes
